4zmxet3ZPdSmL3Xyv1Wegb	The Buckinghams	4	31	2480
5X3TuTi9OIsJXMGxPwTKM2	The Young Rascals	4	42	4318
27q3FvkUk607B71x6G4rXz	Gram Parsons' International Submarine Band	4	11	678
6i8kpDUSsrOOhPHfNYhMeF	The International Submarine Band	4	17	867
1KA3WXYMPLxomNuoE22LYd	Gram Parsons	4	44	19974
3Q6OOkfssqoMSTtl11J5Uk	Love	4	49	31954
59zdhVoWxSoHMc74n098Re	David Crosby	4	49	13826
4O8NcI06slOnzcloI95qfe	John Phillips	4	22	850
3ExrAwcOqgGjt9kFRwdM76	Roger McGuinn	4	42	2994
3QcM2tU8CDY3LyzvwCj1CI	Dillard & Clark	4	21	914
2E6Roj0oQnJIm2BeXwDica	Graham Nash	4	49	15793
2pdvghEHZJtgSXZ7cvNLou	Crosby, Stills & Nash	4	58	117869
24GaH9tRBgZjlvOhpFuKi2	Blood, Sweat & Tears	4	46	22798
46njgd2Rq9tZc4ZjeQMgbh	Boz Scaggs	4	53	38635
04tBaW21jyUfeP5iqiKBVq	Scott Walker	4	43	24589
1yap1SgRPMxgyfrrDlQ95y	Emitt Rhodes	4	37	3338
04zDwTMN8SPPydYIfSeFYf	Carl Wilson	4	13	424
5gNduPlUGHsgy1w7f71obH	The Swinging Blue Jeans	4	36	2905
1wCc2Wgga1H8C7u57pcqYk	Freddie & The Dreamers	4	30	2744
3UmBeGyNwr4iDWi1vTxWi8	Gerry & The Pacemakers	4	47	14658
41qTjISnBzDLRlrJEJNGKj	The Merseybeats	4	25	1667
3qL4moFMePG5zA87tLcCOM	Billy J. Kramer	4	34	1302
3BqaUtuQmqIHg7B5Bc7fP7	Nick Lowe	4	45	21572
3yesh1QeNXucaDFw8ZPKxd	Flamin' Groovies	4	39	7964
5UDDnXpPNuL91XxNJLX47f	Chris Bell	4	30	3029
1CYmYyxlWBVY80Kvq5lTDg	The dB's	4	31	3627
7CW5MYWUsyUYiHbiTmVZHe	Alex Chilton	4	33	4663
3oFRpiLvaflFOVNxvsLrze	The Records	4	23	1076
0ShV0veaBj1NvWRORhuwlI	The Rubinoos	4	23	1055
6IpcPRU1kV0J58kd2w8vSC	Dwight Twilley Band	4	32	1789
2UZMlIwnkgAEDBsw1Rejkn	Tom Petty	4	65	198296
4tX2TplrkIP4v05BNC903e	Tom Petty and the Heartbreakers	4	65	259299
0vn7UBvSQECKJm2817Yf1P	James Taylor	4	66	254583
1R6Hx1tJ2VOUyodEpC12xM	Jim Croce	4	60	92078
23rleGXVOVVgTk3xgtmfE4	Gordon Lightfoot	4	55	49001
42q4Ivs7tAiCZ5C7eG5q4c	Harry Chapin	4	50	20291
6kEsKkXuE4olX7m3mNLZkS	Art Garfunkel	4	49	21706
2m62cc253Xvd9qYQ8d2X3d	The Alan Parsons Project	4	59	129139
6i6WlGzQtXtz7GcC5H5st5	10cc	4	58	61256
3JsMj0DEzyWc0VDlHuy9Bx	Supertramp	4	66	309195
0DW7boyjvbaSP3OJ72sXgC	Al Stewart	4	48	20364
5BcZ22XONcRoLhTbZRuME1	The Moody Blues	4	58	106943
5o1To8xDQy2hlFU4AoyRFf	John Lodge	4	26	644
0GoR8CuoikLD53GNMZUGHN	Tony Banks	4	26	2579
2pVMD4bFwl4AyoYyyo51Qg	Barclay James Harvest	4	43	15330
33EUXrFKGjpUSGacqEHhU4	Iggy Pop	5	64	260792
121Q6oslYCMBYZHhOFL1RB	Richard Hell	5	37	11212
0WhGV9lzljq2QKJ8ipw6jx	New York Dolls	5	43	34912
4WquJweZPIK9qcfVFhTKvf	MC5	5	43	28868
3V4FPipSnuYjtHnnAw9cZd	Pere Ubu	5	32	10106
5k5yIvxtsqHqWrRBF3nhSY	Kevin Ayers	5	36	7215
4l8xPGtl6DHR2uvunqrl8r	CAN	5	48	48861
5iksmHDN2qZQcgFfXqIXtT	Robert Wyatt	5	38	14196
3AmWjMXXtBJOmNGpUFSOAl	Gang Of Four	5	45	31373
2i8ynmFv4qgRksyDlBgi6d	Wire	5	44	31683
2eRdPaLHWAL4d1WcNUO9Vz	The Modern Lovers	5	42	13939
3dBVyJ7JuOMt4GE9607Qin	T. Rex	5	58	113491
0Cob8rMmlxp4OtRYaVKGY8	It's A Beautiful Day	5	30	4934
0vIMq3W8V63uR4Ymgm2pF1	Vanilla Fudge	5	38	8864
5q9nLsvWwbSUW1kRyhZLAx	Spirit	5	38	10533
0NHSh9S0VQiFfsEFbvhRXN	Moby Grape	5	30	5190
1kkpNi8Ii5MhBMxmUhN5g9	The Electric Prunes	5	36	7634
1nyQBzKgZ2hBLr7PnyV7cI	Strawberry Alarm Clock	5	38	6705
5hfOHpGMsi8O3DA0ROLGqF	James Gang	5	43	11401
7LCp4MN0SOIVWlssid9KyE	Mountain	5	52	26022
3cdvlbCYf4WoBdy89RWkNS	Iron Butterfly	5	45	33146
0qEcf3SFlpRcb3lK3f2GZI	Grand Funk Railroad	5	49	46609
3keUIwmPM4awpPxiy9ZQ1m	Duane Allman	5	39	9746
2ScuQMRWThcifBRIvNDFDC	John Mayall & The Bluesbreakers	5	46	28316
2CxLP749mup3ncPrXgCnvU	Humble Pie	5	40	18336
17obwOahRWI121iMUZznh2	Savoy Brown	5	39	9570
16gYwSgslBoQ1b6wfxoHOF	Kaleidoscope	5	32	4438
2BLpGstUHxDc6vHfBEiaXm	The Move	5	32	4245
5mcarhiatlvfCghqcn73rC	The Seeds	5	43	12642
7EynH3keqfKUmauyaeZoxv	Luther Allison	5	34	8411
1h0hOL3bVcYlg4xcSjU7fP	Otis Rush	5	44	12864
0XErJwG6aCEj7NpKsEZrrO	Magic Sam	5	37	4854
0yT9vbP1EOnCpl2McnF9nH	Mike Bloomfield	5	39	5621
0augulkuXFx1qPfb590w2C	Roy Buchanan	5	37	13877
75vKPpImuKHbtBFV9T7Ygz	Manassas	5	21	751
2mDlls63YpRsMjgpyXxyu6	Crosby & Nash	5	39	4921
2e53aHBQdCMKWqHDuyJsjC	Free	5	55	44327
5HFtQOrPHOFptM1WF9xPuK	Ronnie Wood	5	32	5305
6ysQi6NI88X627t2srsWz6	Mott The Hoople	5	50	25535
3d2pb1dHTm8b61zAGVUVvO	Mick Jagger	5	52	46729
1OwarW4LEHnoep20ixRA0y	Robert Plant	5	55	109212
6spXkXEP6teMn2cu9sWbBR	Ray Davies	5	30	6769
4asCC4oxQcDzFXhCth2SgQ	Gary Puckett & The Union Gap	5	40	6575
0DAqhikcMKLo2lPADVz2fs	Jay & The Americans	5	37	3141
0Ma8KxtvoIDSU5fHtuTS9F	The Vogues	5	33	2255
3TiISqKS6ESlMQ4WFfZJw2	Johnny Rivers	5	42	12411
70FybmH2MMz9fHewhnLvjs	Chris Hillman	5	24	740
3ZWab2LEVkNKiBPIClTwof	Townes Van Zandt	5	54	56244
3xmUdkZUQbtMM62XP4nnb6	Fred Neil	5	36	3615
5Tic1bWAbmRoLrqaJ5SxU2	Michael Nesmith	5	22	1328
49JvZ17o0VaAmXaJv5kZlv	Al Kooper	5	39	3318
1CD77o9fbdyQFrHnUPUEsF	Traffic	5	54	38836
6eEsIl4wosvhuWI0mfXxAF	Rare Earth	5	43	11118
4FAEZeJcsYYBkNq2D3KGTV	Three Dog Night	5	52	38055
3Y5abCLsMxsOLaZ8rYusSR	Pablo Cruise	5	33	3522
7emRV8AluG3d4e5T0DZiK9	Loggins & Messina	5	49	13409
6clbbhnIqpHnqxwtOWcilg	Little River Band	5	51	29815
5gxynDEKwNDgxGJmJjZyte	Steve Winwood	5	56	53861
6jdObwsrIjSRnBbMw6lPBj	Seals and Crofts	5	51	20733
6zHRqvws8dVeqL8D31ponr	Tim Buckley	5	46	26180
2aVHDjRHRM7dcFkGwahXLG	Lee Hazlewood	5	38	8558
49WlsIvcUYj7Awo93hDKgf	The Walker Brothers	5	46	5791
3SMY2MGuaUOhuPpgRn6clw	Margo Guryan	5	34	2702
27DCwiPx5ocQsf4K43SlIL	Colin Blunstone	5	34	3179
2RnjzTi9pBPXEqOtKh4OPj	Blondie Chaplin	5	12	200
6X9rzvFSffHT68gJRZqCAu	Beckley Lamm Wilson	5	3	52
0yiSGGu3grpaH56F9znIeU	Bruce Johnston	5	23	201
6B90OW5Tz38W97TVB6stEm	The Fourmost	5	22	469
2322gLwXvyJa6PejhOWQEH	The Honeycombs	5	28	1621
6G18NLfr5luyGYgMKIupm3	The Rockin' Berries	5	18	359
3LUkBWNeAcbLju5dL8poH3	Wayne Fontana	5	26	1382
722MDCdw3Ee4SdESC4uy38	Brinsley Schwarz	5	27	1645
2CZj6Atoe6w2JhkMQnOEXo	Graham Parker & The Rumour	5	33	2925
6c8INA1EQQe9TkukfEdiCA	Graham Parker	5	31	5537
65Gh3BfK84aTIugiRCgLBA	Dave Edmunds	5	45	10939
4eBRIkqBA2GyYKzLvXD9a4	Rockpile	5	36	2500
2Ohpu0UE5PFDgfhUxEi0Fy	The Dictators	5	34	7915
298i00ena8XMnm9O3qlHtU	The Nerves	5	35	5346
46hWN2cZ7MboMi8eUmxttj	The Real Kids	5	22	1882
2Sp19cOHSqAUlE64hekARW	Teenage Fanclub	5	50	32281
4UETUdF77BfyJ7fEFVztr3	The Feelies	5	38	11498
3aCS3JvkoSr84i7ge9pA9o	Game Theory	5	19	746
6HRtcKFPKPw6FtbGpvQviZ	Let's Active	5	21	1297
1i7YYagcULgnW5Qilsto1d	Chris Stamey	5	11	390
7BnikuGfXRWkGLJCWS1y9P	The Plimsouls	5	28	2849
5GdL3YywdzweoBs0So2wYM	Any Trouble	5	16	649
3MBZ7cW7vbWlM9YMYaXE9n	2020	5	16	365
6fW8NRC1UOz5iXvjy4lqh9	Paul Collins Beat	5	12	511
2kDyODn1VxVZXZQxsEvHFG	The Spongetones	5	12	379
1hWcYskBVGhbLnJVV8UR3x	Pez Band	5	7	171
5lkiCO9UQ8B23dZ1o0UV4m	Jackson Browne	5	59	107247
6QtGlUje9TIkLrgPZrESuk	Steve Miller Band	5	63	135767
3lPQ2Fk5JOwGWAF3ORFCqH	John Mellencamp	5	61	88867
5bDxAyJiTYBat1YnFJhvEK	Joe Walsh	5	56	58174
0cA5Tg15TwARIRZeiNT1RO	Dan Fogelberg	5	50	27339
319yZVtYM9MBGqmSQnMyY6	Carole King	5	61	121479
6yrBBtqX2gKCHCrZOYBDrB	Peter, Paul and Mary	5	52	44272
4HVmeVTQBgvTuvjB1JYwaf	Gilbert O'Sullivan	5	50	23153
4FtSnMlCVxCswABUmdhwpm	Carly Simon	5	60	69668
7AC976RDJzL2asmZuz7qil	Yes	5	60	186939
3CkvROUTQ6nRi9yQOcsB50	Genesis	5	65	311854
2utNxkLhreF1oIfO8kQT3q	Manfred Mann's Earth Band	5	53	32000
02zGgCB9SiSPeDYMfwPJXK	Godley & Creme	5	29	3386
7tjbDPvrdvDshcpEMXKRVb	Gerry Rafferty	5	54	36416
0nCiidE5GgDrc5kWN3NZgZ	Emerson, Lake & Palmer	5	50	77646
6w6z8m4WXX7Tub4Rb6Lu7R	Jethro Tull	5	59	205356
0GbqW5TJr7n4is453VOY4C	Procol Harum	5	51	34626
4CPCryKuTNNCSWoL8DEqNb	Ray Thomas	5	7	236
6WtbTdrePgFtJ26EC2K1IH	Mike Pinder	5	4	107
2XTWgA3XVWe1N4qWBTNQei	Anderson Bruford Wakeman Howe	5	25	2738
2iptQ8hQmUa7kZocEBHt7u	Jon Anderson	5	29	6822
6W7XIO8Ua1RIisnSf0QIoI	Steve Howe	5	30	5279
6VWHWGvsfZm3cOsRCOqwq6	Anthony Phillips	5	28	3054
4vs7NIU7kZc2Efh6yOGKEZ	Steve Hackett	5	41	15998
5kwbFaRKf9HCFGrJPacZ7s	Caravan	5	37	11056
3Uz6jx81OY2J5K8Z4wmy2P	Camel	5	46	41683
7dtYyLTWjuZGOcweC3eD2f	Strawbs	5	32	5196
